boatName,deviceID,GPSlat,GPSlong,GPShour,GPSmin,GPSsec,GPSms,tempC,conduS,pH,turbNTU,date,time
shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-446.93,-53.28,0.00, 2019-11-08 , 15:12:07.997577 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-446.93,-53.28,0.00, 2019-11-08 , 15:12:08.999291 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-446.93,-53.28,0.00, 2019-11-08 , 15:12:10.000528 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-343.47,-53.28,0.00, 2019-11-08 , 15:12:11.001892 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-550.40,-53.28,0.00, 2019-11-08 , 15:12:12.003410 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-550.40,-53.28,0.00, 2019-11-08 , 15:12:13.004640 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-446.93,-53.28,0.00, 2019-11-08 , 15:12:14.005953 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-446.93,-53.28,0.00, 2019-11-08 , 15:12:15.007462 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-550.40,-53.28,0.00, 2019-11-08 , 15:12:16.008818 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-550.40,-53.28,0.00, 2019-11-08 , 15:12:17.010471 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-550.40,-53.28,0.00, 2019-11-08 , 15:12:18.011600 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-550.40,-53.28,0.00, 2019-11-08 , 15:12:19.013087 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-446.93,-53.28,0.00, 2019-11-08 , 15:12:20.014508 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,4829.86,-53.28,0.00, 2019-11-08 , 15:12:21.015869 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,4829.86,-53.28,0.00, 2019-11-08 , 15:12:22.017134 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,4933.33,-53.28,0.00, 2019-11-08 , 15:12:23.018729 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,4933.33,-53.28,0.00, 2019-11-08 , 15:12:24.020007 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,4933.33,-53.28,0.00, 2019-11-08 , 15:12:25.021460 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,5036.80,-53.28,0.00, 2019-11-08 , 15:12:26.022818 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,4933.33,-53.28,0.00, 2019-11-08 , 15:12:27.024507 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,4933.33,-53.28,0.00, 2019-11-08 , 15:12:28.025672 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,4933.33,-53.28,0.00, 2019-11-08 , 15:12:29.026928 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,4933.33,-53.28,0.00, 2019-11-08 , 15:12:30.028402 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,5036.80,-53.28,0.00, 2019-11-08 , 15:12:31.029730 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,4933.33,-53.28,0.00, 2019-11-08 , 15:12:32.031153 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,5036.80,-53.28,0.00, 2019-11-08 , 15:12:33.032769 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,4933.33,-53.28,0.00, 2019-11-08 , 15:12:34.034038 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,4933.33,-53.28,0.00, 2019-11-08 , 15:12:35.035425 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,5036.80,-53.28,0.00, 2019-11-08 , 15:12:36.036794 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,5036.80,-53.28,0.00, 2019-11-08 , 15:12:37.038309 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,4933.33,-53.28,0.00, 2019-11-08 , 15:12:38.039519 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,5036.80,-53.28,0.00, 2019-11-08 , 15:12:39.040848 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,4933.33,-53.28,0.00, 2019-11-08 , 15:12:40.042365 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,5036.80,-53.28,0.00, 2019-11-08 , 15:12:41.043725 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,5036.80,-53.28,0.00, 2019-11-08 , 15:12:42.045144 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,5036.80,-53.28,0.00, 2019-11-08 , 15:12:43.046485 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,5036.80,-53.28,0.00, 2019-11-08 , 15:12:44.047822 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,5036.80,-53.28,0.00, 2019-11-08 , 15:12:45.049571 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,4933.33,-53.28,0.00, 2019-11-08 , 15:12:46.050677 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,4933.33,-53.28,0.00, 2019-11-08 , 15:12:47.051939 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,5036.80,-53.28,0.00, 2019-11-08 , 15:12:48.053407 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,5036.80,-53.28,0.00, 2019-11-08 , 15:12:49.054839 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,4829.86,-53.28,0.00, 2019-11-08 , 15:12:50.056231 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,4933.33,-53.28,0.00, 2019-11-08 , 15:12:51.057714 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,4933.33,-53.28,0.00, 2019-11-08 , 15:12:52.059079 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,4933.33,-53.28,0.00, 2019-11-08 , 15:12:53.060521 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-343.47,-53.28,0.00, 2019-11-08 , 15:12:54.061839 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-550.40,-53.28,0.00, 2019-11-08 , 15:12:55.063153 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-446.93,-53.28,0.00, 2019-11-08 , 15:12:56.064474 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-446.93,-53.28,0.00, 2019-11-08 , 15:12:57.065832 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-343.47,-53.28,0.00, 2019-11-08 , 15:12:58.067413 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,1001.60,-53.28,0.00, 2019-11-08 , 15:12:59.068820 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,1829.33,-53.28,0.00, 2019-11-08 , 15:13:00.070272 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,1829.33,-53.28,0.00, 2019-11-08 , 15:13:01.071576 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,1725.86,-53.28,0.00, 2019-11-08 , 15:13:02.072877 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,1829.33,-53.28,0.00, 2019-11-08 , 15:13:03.074405 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,1725.86,-53.28,0.00, 2019-11-08 , 15:13:04.075644 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,1725.86,-53.28,0.00, 2019-11-08 , 15:13:05.077039 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,1725.86,-53.28,0.00, 2019-11-08 , 15:13:06.078577 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,1725.86,-53.28,0.00, 2019-11-08 , 15:13:07.079859 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,1725.86,-53.28,0.00, 2019-11-08 , 15:13:08.081166 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,1725.86,-53.28,0.00, 2019-11-08 , 15:13:09.082761 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,1725.86,-53.28,0.00, 2019-11-08 , 15:13:10.083862 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,1725.86,-53.28,0.00, 2019-11-08 , 15:13:11.085336 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,1725.86,-53.28,0.00, 2019-11-08 , 15:13:12.086956 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,1725.86,-53.28,0.00, 2019-11-08 , 15:13:13.088352 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,1725.86,-53.28,0.00, 2019-11-08 , 15:13:14.089567 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,1725.86,-53.28,0.00, 2019-11-08 , 15:13:15.091097 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-550.40,-53.28,0.00, 2019-11-08 , 15:13:16.092497 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-550.40,-53.28,0.00, 2019-11-08 , 15:13:17.093799 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-446.93,-53.28,0.00, 2019-11-08 , 15:13:18.095275 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-446.93,-53.28,0.00, 2019-11-08 , 15:13:19.096645 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-446.93,-53.28,0.00, 2019-11-08 , 15:13:20.097964 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-446.93,-53.28,0.00, 2019-11-08 , 15:13:21.099460 
