boatName,deviceID,GPSlat,GPSlong,GPShour,GPSmin,GPSsec,GPSms,tempC,conduS,pH,turbNTU,date,time
shark,444,0.0000000,0.0000000,0,0,0,0,20.12,-343.47,0.00,0.00, 2019-10-16 , 16:34:19.678079 
 shark,444,0.0000000,0.0000000,0,0,0,0,20.12,-240.00,0.00,0.00, 2019-10-16 , 16:34:20.693185 
 shark,444,0.0000000,0.0000000,0,0,0,0,20.12,-343.47,0.00,0.00, 2019-10-16 , 16:34:21.708126 
 shark,444,0.0000000,0.0000000,0,0,0,0,20.12,-343.47,0.00,0.00, 2019-10-16 , 16:34:22.723088 
 shark,444,0.0000000,0.0000000,0,0,0,0,20.12,-240.00,0.00,0.00, 2019-10-16 , 16:34:23.738093 
 shark,444,0.0000000,0.0000000,0,0,0,0,20.12,-240.00,0.00,0.00, 2019-10-16 , 16:34:24.752969 
 shark,444,0.0000000,0.0000000,0,0,0,0,20.12,-240.00,0.00,0.00, 2019-10-16 , 16:34:25.768165 
 shark,444,0.0000000,0.0000000,0,0,0,0,20.12,-240.00,0.00,0.00, 2019-10-16 , 16:34:26.782839 
 shark,444,0.0000000,0.0000000,0,0,0,0,20.12,-343.47,0.00,0.00, 2019-10-16 , 16:34:27.797849 
 shark,444,0.0000000,0.0000000,0,0,0,0,20.12,-240.00,0.00,0.00, 2019-10-16 , 16:34:28.813015 
 shark,444,0.0000000,0.0000000,0,0,0,0,20.12,-240.00,0.00,0.00, 2019-10-16 , 16:34:29.827800 
 shark,444,0.0000000,0.0000000,0,0,0,0,20.12,-240.00,0.00,0.00, 2019-10-16 , 16:34:30.842774 
 shark,444,0.0000000,0.0000000,0,0,0,0,20.12,-343.47,0.00,0.00, 2019-10-16 , 16:34:31.857761 
 shark,444,0.0000000,0.0000000,0,0,0,0,20.12,-343.47,0.00,0.00, 2019-10-16 , 16:34:32.872774 
 shark,444,0.0000000,0.0000000,0,0,0,0,20.12,-240.00,0.00,0.00, 2019-10-16 , 16:34:33.887823 
 
