boatName,deviceID,GPSlat,GPSlong,GPShour,GPSmin,GPSsec,GPSms,tempC,conduS,pH,turbNTU,date,time
shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-343.47,-53.28,0.00, 2019-11-08 , 14:57:38.591932 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-240.00,-53.28,0.00, 2019-11-08 , 14:57:39.593530 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-240.00,-53.28,0.00, 2019-11-08 , 14:57:40.594967 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-240.00,-53.28,0.00, 2019-11-08 , 14:57:41.596414 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-240.00,-53.28,0.00, 2019-11-08 , 14:57:42.597658 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-446.93,-53.28,0.00, 2019-11-08 , 14:57:43.599181 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-343.47,-53.28,0.00, 2019-11-08 , 14:57:44.600495 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-240.00,-53.28,0.00, 2019-11-08 , 14:57:46.603352 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-240.00,-53.28,0.00, 2019-11-08 , 14:57:47.604782 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-343.47,-53.28,0.00, 2019-11-08 , 14:57:48.606073 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,-240.00,-53.28,0.00, 2019-11-08 , 14:57:49.607459 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:57:50.608710 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:57:51.610077 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:57:52.611548 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:57:53.612990 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:57:54.614247 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:57:55.615512 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:57:56.617013 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:57:57.618324 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:57:58.619700 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:57:59.621032 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,484.27,-53.28,0.00, 2019-11-08 , 14:58:00.622608 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:58:01.623765 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:58:02.625360 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:58:03.626473 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:58:04.627928 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:58:05.629565 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:58:06.630634 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:58:07.631947 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:58:08.633556 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:58:09.634788 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:58:10.636141 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:58:11.637644 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:58:12.639040 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:58:13.640494 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:58:14.641639 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:58:15.643213 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:58:16.644610 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:58:17.645831 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:58:18.647218 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:58:19.648499 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:58:20.649967 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:58:21.651330 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:58:22.652762 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:58:23.654430 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:58:24.655475 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:58:25.656769 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:58:26.658298 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:58:27.659549 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:58:28.661072 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:58:29.662425 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:58:30.663783 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:58:31.665291 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:58:32.666498 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:58:33.668075 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:58:34.669328 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:58:35.670970 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:58:36.672156 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:58:37.673309 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,484.27,-53.28,0.00, 2019-11-08 , 14:58:38.674596 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:58:39.676322 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:58:40.677699 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:58:41.678805 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:58:42.680368 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:58:43.681685 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:58:44.683072 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:58:45.684312 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:58:46.685603 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:58:47.687099 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:58:48.688585 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:58:49.689801 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:58:50.691325 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:58:51.692432 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:58:52.694046 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:58:53.695345 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:58:54.696716 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:58:55.698152 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:58:56.699551 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:58:57.700822 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:58:58.702433 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:58:59.703557 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:59:00.705155 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:59:01.706364 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:59:02.707608 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:59:03.708956 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:59:04.710523 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,794.67,-53.28,0.00, 2019-11-08 , 14:59:05.711933 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,794.67,-53.28,0.00, 2019-11-08 , 14:59:06.713416 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:59:07.714551 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:59:08.715838 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:59:09.717453 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:59:10.718854 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,794.67,-53.28,0.00, 2019-11-08 , 14:59:11.720056 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,587.73,-53.28,0.00, 2019-11-08 , 14:59:12.721597 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,794.67,-53.28,0.00, 2019-11-08 , 14:59:13.722806 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,794.67,-53.28,0.00, 2019-11-08 , 14:59:14.724207 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,794.67,-53.28,0.00, 2019-11-08 , 14:59:15.725594 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,691.20,-53.28,0.00, 2019-11-08 , 14:59:16.726980 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,794.67,-53.28,0.00, 2019-11-08 , 14:59:17.728351 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,898.13,-53.28,0.00, 2019-11-08 , 14:59:18.729677 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,898.13,-53.28,0.00, 2019-11-08 , 14:59:19.731051 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,1001.60,-53.28,0.00, 2019-11-08 , 14:59:20.732211 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,1001.60,-53.28,0.00, 2019-11-08 , 14:59:21.733798 
 shark,444,0.0000000,0.0000000,0,0,0,0,270.94,1001.60,-53.28,0.00, 2019-11-08 , 14:59:22.735189 
