GPS.lat, GPS.long, date, time
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 0:0:0
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 0/0/0, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:17
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:20
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
0.000000, 0.000000, 10/1/19, 22:38:22
